text,label,sarcasm_type,source,has_emoji,has_hashtag,text_length,clean_text,emoji_count
"Nice, extra homework ruined everything. 😅 #life",1,exaggeration,synthetic,1,1.0,47.0,nice extra homework ruined everything 😅 life,
I am grateful for the client call.,0,none,synthetic,0,0.0,34.0,i am grateful for the client call,
"Oh great, another lunch with friends. 😒 #irony",1,situational,synthetic,1,1.0,46.0,oh great another lunch with friends 😒 irony,
lunch with friends was very helpful. 👍,0,none,synthetic,1,0.0,38.0,lunch with friends was very helpful 👍,
"Oh great, another the project submission. 🙃 #irony",1,exaggeration,synthetic,1,1.0,50.0,oh great another the project submission 🙃 irony,
I really enjoyed the traffic jam today. 👍,0,none,synthetic,1,0.0,41.0,i really enjoyed the traffic jam today 👍,
"Sure, because the presentation today is exactly what I wanted.  #irony",1,situational,synthetic,0,1.0,70.0,sure because the presentation today is exactly what i wanted  irony,
I truly appreciate lunch with friends. 🎉,0,none,synthetic,1,0.0,40.0,i truly appreciate lunch with friends 🎉,
Perfect timing for extra homework.,1,verbal_irony,synthetic,0,0.0,34.0,perfect timing for extra homework,
the power cut went very well. 😊,0,none,synthetic,1,0.0,31.0,the power cut went very well 😊,
"Fantastic, my day is complete with the slow laptop. 🙃 #irony",1,situational,synthetic,1,1.0,60.0,fantastic my day is complete with the slow laptop 🙃 irony,
Feeling positive about working late. 👍,0,none,synthetic,1,0.0,38.0,feeling positive about working late 👍,
"Nice, the long meeting ruined everything. 🙃 #irony",1,verbal_irony,synthetic,1,1.0,50.0,nice the long meeting ruined everything 🙃 irony,
I really enjoyed my phone battery dying today.,0,none,synthetic,0,0.0,46.0,i really enjoyed my phone battery dying today,
"Amazing, my phone stopped working again. 🙃 #mood",1,exaggeration,synthetic,1,1.0,48.0,amazing my phone stopped working again 🙃 mood,
I truly appreciate the presentation today. 👍,0,none,synthetic,1,0.0,44.0,i truly appreciate the presentation today 👍,
"Sure, because my vacation plans is exactly what I wanted. 😅",1,situational,synthetic,1,0.0,59.0,sure because my vacation plans is exactly what i wanted 😅,
I really enjoyed the power cut today. 🎉,0,none,synthetic,1,0.0,39.0,i really enjoyed the power cut today 🎉,
"Yeah right, I just love my workout. 😅 #life",1,understatement,synthetic,1,1.0,43.0,yeah right i just love my workout 😅 life,
I am excited about the exam schedule.,0,none,synthetic,0,0.0,37.0,i am excited about the exam schedule,
Love how lunch with friends always happens to me. 😒 #sarcasm,1,verbal_irony,synthetic,1,1.0,60.0,love how lunch with friends always happens to me 😒 sarcasm,
my internet crashing improved my day. 🎉,0,none,synthetic,1,0.0,39.0,my internet crashing improved my day 🎉,
"Yeah right, I just love lunch with friends. 😂 #irony",1,understatement,synthetic,1,1.0,52.0,yeah right i just love lunch with friends 😂 irony,
I really enjoyed my workout today. 😊,0,none,synthetic,1,0.0,36.0,i really enjoyed my workout today 😊,
"Oh great, another the client call. 😒",1,situational,synthetic,1,0.0,36.0,oh great another the client call 😒,
I really enjoyed my vacation plans today. 👍,0,none,synthetic,1,0.0,43.0,i really enjoyed my vacation plans today 👍,
"Oh great, another the power cut. 😂",1,situational,synthetic,1,0.0,34.0,oh great another the power cut 😂,
I am grateful for my internet crashing. 🎉,0,none,synthetic,1,0.0,41.0,i am grateful for my internet crashing 🎉,
So happy that my vacation plans happened today. 🙃 #mood,1,verbal_irony,synthetic,1,1.0,55.0,so happy that my vacation plans happened today 🙃 mood,
Feeling positive about my phone battery dying. 👍,0,none,synthetic,1,0.0,48.0,feeling positive about my phone battery dying 👍,
"Fantastic, my day is complete with the power cut. 😂 #irony",1,exaggeration,synthetic,1,1.0,58.0,fantastic my day is complete with the power cut 😂 irony,
I truly appreciate my phone battery dying.,0,none,synthetic,0,0.0,42.0,i truly appreciate my phone battery dying,
"Oh great, another working late. 😅 #sarcasm",1,verbal_irony,synthetic,1,1.0,42.0,oh great another working late 😅 sarcasm,
I really enjoyed the traffic jam today.,0,none,synthetic,0,0.0,39.0,i really enjoyed the traffic jam today,
So happy that the weather today happened today. 😅 #sarcasm,1,exaggeration,synthetic,1,1.0,58.0,so happy that the weather today happened today 😅 sarcasm,
teamwork in class was very helpful. 😊,0,none,synthetic,1,0.0,37.0,teamwork in class was very helpful 😊,
"Sure, because the presentation today is exactly what I wanted. 😒 #irony",1,understatement,synthetic,1,1.0,71.0,sure because the presentation today is exactly what i wanted 😒 irony,
I am excited about my vacation plans. 😊,0,none,synthetic,1,0.0,39.0,i am excited about my vacation plans 😊,
"Oh great, another the weather today.",1,verbal_irony,synthetic,0,0.0,36.0,oh great another the weather today,
the presentation today went very well. 😊,0,none,synthetic,1,0.0,40.0,the presentation today went very well 😊,
"Fantastic, my day is complete with my internet crashing. 😂 #mood",1,exaggeration,synthetic,1,1.0,64.0,fantastic my day is complete with my internet crashing 😂 mood,
I truly appreciate my internet crashing.,0,none,synthetic,0,0.0,40.0,i truly appreciate my internet crashing,
"Fantastic, my day is complete with the exam schedule. 😂 #life",1,situational,synthetic,1,1.0,61.0,fantastic my day is complete with the exam schedule 😂 life,
Today was great because of the traffic jam.,0,none,synthetic,0,0.0,43.0,today was great because of the traffic jam,
"Fantastic, my day is complete with family dinner. 😅 #mood",1,verbal_irony,synthetic,1,1.0,57.0,fantastic my day is complete with family dinner 😅 mood,
I really enjoyed the client call today. 😊,0,none,synthetic,1,0.0,41.0,i really enjoyed the client call today 😊,
"Fantastic, my day is complete with lunch with friends.",1,understatement,synthetic,0,0.0,54.0,fantastic my day is complete with lunch with friends,
I am excited about my phone battery dying. 🎉,0,none,synthetic,1,0.0,44.0,i am excited about my phone battery dying 🎉,
Perfect timing for my vacation plans. 😂 #mood,1,exaggeration,synthetic,1,1.0,45.0,perfect timing for my vacation plans 😂 mood,
my workout went very well.,0,none,synthetic,0,0.0,26.0,my workout went very well,
"Oh great, another the project submission.",1,situational,synthetic,0,0.0,41.0,oh great another the project submission,
Feeling positive about the delayed bus. 🎉,0,none,synthetic,1,0.0,41.0,feeling positive about the delayed bus 🎉,
"Fantastic, my day is complete with the client call.",1,situational,synthetic,0,0.0,51.0,fantastic my day is complete with the client call,
I am grateful for working late.,0,none,synthetic,0,0.0,31.0,i am grateful for working late,
"Fantastic, my day is complete with the delayed bus.  #life",1,verbal_irony,synthetic,0,1.0,58.0,fantastic my day is complete with the delayed bus  life,
I am grateful for my phone battery dying. 👍,0,none,synthetic,1,0.0,43.0,i am grateful for my phone battery dying 👍,
"Wow, just what I needed: the presentation today. 😅 #sarcasm",1,verbal_irony,synthetic,1,1.0,59.0,wow just what i needed the presentation today 😅 sarcasm,
lunch with friends went very well.,0,none,synthetic,0,0.0,34.0,lunch with friends went very well,
"Sure, because the traffic jam is exactly what I wanted. 🙃 #irony",1,situational,synthetic,1,1.0,64.0,sure because the traffic jam is exactly what i wanted 🙃 irony,
the slow laptop went very well. 👍,0,none,synthetic,1,0.0,33.0,the slow laptop went very well 👍,
"Wow, just what I needed: the long meeting. 😅 #sarcasm",1,exaggeration,synthetic,1,1.0,53.0,wow just what i needed the long meeting 😅 sarcasm,
the project submission was very helpful.,0,none,synthetic,0,0.0,40.0,the project submission was very helpful,
"Wow, just what I needed: the client call. 😅 #life",1,understatement,synthetic,1,1.0,49.0,wow just what i needed the client call 😅 life,
teamwork in class was very helpful.,0,none,synthetic,0,0.0,35.0,teamwork in class was very helpful,
Perfect timing for extra homework. 🙃 #sarcasm,1,situational,synthetic,1,1.0,45.0,perfect timing for extra homework 🙃 sarcasm,
the slow laptop improved my day. 😊,0,none,synthetic,1,0.0,34.0,the slow laptop improved my day 😊,
"Wow, just what I needed: my internet crashing. 😅",1,exaggeration,synthetic,1,0.0,48.0,wow just what i needed my internet crashing 😅,
I am grateful for the slow laptop. 🎉,0,none,synthetic,1,0.0,36.0,i am grateful for the slow laptop 🎉,
"Oh great, another teamwork in class. 🙃 #sarcasm",1,situational,synthetic,1,1.0,47.0,oh great another teamwork in class 🙃 sarcasm,
I am excited about teamwork in class. 😊,0,none,synthetic,1,0.0,39.0,i am excited about teamwork in class 😊,
Perfect timing for my workout. 😒 #mood,1,situational,synthetic,1,1.0,38.0,perfect timing for my workout 😒 mood,
Today was great because of working late. 👍,0,none,synthetic,1,0.0,42.0,today was great because of working late 👍,
"Sure, because the traffic jam is exactly what I wanted. 😅 #life",1,understatement,synthetic,1,1.0,63.0,sure because the traffic jam is exactly what i wanted 😅 life,
I am excited about the feedback I got. 👍,0,none,synthetic,1,0.0,40.0,i am excited about the feedback i got 👍,
"Wow, just what I needed: the client call.  #mood",1,understatement,synthetic,0,1.0,48.0,wow just what i needed the client call  mood,
I really enjoyed the feedback I got today. 🎉,0,none,synthetic,1,0.0,44.0,i really enjoyed the feedback i got today 🎉,
"Nice, the long meeting ruined everything.  #irony",1,understatement,synthetic,0,1.0,49.0,nice the long meeting ruined everything  irony,
family dinner improved my day. 👍,0,none,synthetic,1,0.0,32.0,family dinner improved my day 👍,
So happy that the feedback I got happened today. 🙃 #life,1,understatement,synthetic,1,1.0,56.0,so happy that the feedback i got happened today 🙃 life,
I really enjoyed lunch with friends today. 🎉,0,none,synthetic,1,0.0,44.0,i really enjoyed lunch with friends today 🎉,
"Oh great, another the exam schedule. 🙃",1,situational,synthetic,1,0.0,38.0,oh great another the exam schedule 🙃,
the power cut made me feel happy. 👍,0,none,synthetic,1,0.0,35.0,the power cut made me feel happy 👍,
"Yeah right, I just love the long meeting. 😒 #mood",1,exaggeration,synthetic,1,1.0,49.0,yeah right i just love the long meeting 😒 mood,
I am grateful for the weather today.,0,none,synthetic,0,0.0,36.0,i am grateful for the weather today,
"Amazing, my phone stopped working again. 😅 #sarcasm",1,understatement,synthetic,1,1.0,51.0,amazing my phone stopped working again 😅 sarcasm,
teamwork in class made me feel happy. 👍,0,none,synthetic,1,0.0,39.0,teamwork in class made me feel happy 👍,
Love how the traffic jam always happens to me. 🙃 #sarcasm,1,understatement,synthetic,1,1.0,57.0,love how the traffic jam always happens to me 🙃 sarcasm,
I am excited about the power cut. 😊,0,none,synthetic,1,0.0,35.0,i am excited about the power cut 😊,
Love how the presentation today always happens to me. 😅,1,situational,synthetic,1,0.0,55.0,love how the presentation today always happens to me 😅,
the exam schedule was very helpful. 🎉,0,none,synthetic,1,0.0,37.0,the exam schedule was very helpful 🎉,
"Fantastic, my day is complete with the slow laptop. 😂",1,exaggeration,synthetic,1,0.0,53.0,fantastic my day is complete with the slow laptop 😂,
Today was great because of the presentation today. 🎉,0,none,synthetic,1,0.0,52.0,today was great because of the presentation today 🎉,
"Nice, the weather today ruined everything. 😂",1,understatement,synthetic,1,0.0,44.0,nice the weather today ruined everything 😂,
I really enjoyed my vacation plans today. 🎉,0,none,synthetic,1,0.0,43.0,i really enjoyed my vacation plans today 🎉,
Love how the delayed bus always happens to me. 😂 #sarcasm,1,exaggeration,synthetic,1,1.0,57.0,love how the delayed bus always happens to me 😂 sarcasm,
my vacation plans was very helpful. 😊,0,none,synthetic,1,0.0,37.0,my vacation plans was very helpful 😊,
Love how my vacation plans always happens to me.  #mood,1,understatement,synthetic,0,1.0,55.0,love how my vacation plans always happens to me  mood,
the exam schedule made me feel happy. 😊,0,none,synthetic,1,0.0,39.0,the exam schedule made me feel happy 😊,
"Fantastic, my day is complete with the long meeting. 😂 #life",1,verbal_irony,synthetic,1,1.0,60.0,fantastic my day is complete with the long meeting 😂 life,
I really enjoyed my vacation plans today. 😊,0,none,synthetic,1,0.0,43.0,i really enjoyed my vacation plans today 😊,
"Fantastic, my day is complete with the delayed bus. 😅 #mood",1,understatement,synthetic,1,1.0,59.0,fantastic my day is complete with the delayed bus 😅 mood,
I am grateful for teamwork in class. 🎉,0,none,synthetic,1,0.0,38.0,i am grateful for teamwork in class 🎉,
